1	-43825771	-22470289 .......................................... 0	0
2	-43829373	-22466953   ......................................   750 .......................................................... 750
3	-43828899	-22465928   ......................................   122 .......................................................... 872
4	-43827319	-22464237  ......................................   261 ........................................................ 1133
5	-43825182	-22462190  ......................................   315 ........................................................ 1448
6	-43822395	-22460693  ......................................   344 ........................................................ 1792
7	-43821005	-22459111  ......................................   229 ........................................................ 2021
8	-43820222	-22458520   ........................................  98 ........................................................ 2119
9	-43818900	-22457605  ......................................   167 ........................................................ 2286
10	-43817437	-22457228  ......................................   154 ........................................................ 2440
11	-43816186	-22457091  ......................................   137 ........................................................ 2577
12	-43813932	-22456638  ......................................   239 ........................................................ 2816
13	-43812800	-22456112  ......................................   140 ........................................................ 2956
14	-43808807	-22454396  ......................................   444 ........................................................ 3400
15	-43800896	-22451349  ......................................   904 ........................................................ 4304
16	-43795781	-22447993  ......................................   650 ........................................................ 4954
17	-43786238	-22440502   .....................................1306  ........................................................ 6260
18	-43783998	-22439633  ......................................   246 ........................................................ 6506
19	-43774095	-22433325   .....................................1237  ........................................................ 7743
