1	-22469850	-43823818 .......................................... 0	0
2	-22471265	-43824071   ......................................   184 .......................................................... 184
3	-22472269	-43822924   ......................................   171 .......................................................... 355
4	-22472779	-43821465   ......................................   160 .......................................................... 515
5	-22476233	-43819072   ......................................   481 .......................................................... 996
6	-22478099	-43819695  ......................................   209 ........................................................ 1205
7	-22480734	-43817872  ......................................   411 ........................................................ 1616
8	-22483007	-43818223  ......................................   242 ........................................................ 1858
9	-22484056	-43818746  ......................................   131 ........................................................ 1989
10	-22486173	-43818112  ......................................   280 ........................................................ 2269
11	-22486869	-43815978  ......................................   237 ........................................................ 2506
12	-22486971	-43815055   ........................................  98 ........................................................ 2604
13	-22486537	-43814217  ......................................   100 ........................................................ 2704
14	-22485218	-43813195  ......................................   183 ........................................................ 2887
15	-22485092	-43812033  ......................................   129 ........................................................ 3016
16	-22484428	-43811102  ......................................   123 ........................................................ 3139
17	-22484244	-43810009  ......................................   121 ........................................................ 3260
18	-22485215	-43808820  ......................................   162 ........................................................ 3422
19	-22485914	-43807290  ......................................   250 ........................................................ 3672
