1	-22470915	-43825353 .......................................... 0	0
2	-22471861	-43826728   ......................................   322 .......................................................... 322
3	-22474791	-43828212   ......................................   367 .......................................................... 689
4	-22475619	-43829031   ......................................   158 .......................................................... 847
5	-22478371	-43831871  ......................................   392 ........................................................ 1239
6	-22478985	-43832565   ........................................  84 ........................................................ 1323
7	-22479734	-43833493  ......................................   142 ........................................................ 1465
8	-22480253	-43834209   ........................................  98 ........................................................ 1563
9	-22481080	-43835518  ......................................   163 ........................................................ 1726
10	-22483091	-43837295  ......................................   340 ........................................................ 2066
11	-22483777	-43834097  ......................................   438 ........................................................ 2504
12	-22484961	-43833769  ......................................   115 ........................................................ 2619
13	-22487911	-43833131  ......................................   346 ........................................................ 2965
14	-22489263	-43833349  ......................................   158 ........................................................ 3123
15	-22490989	-43833303  ......................................   196 ........................................................ 3319
16	-22492008	-43832589  ......................................   145 ........................................................ 3464
17	-22492631	-43832319   ........................................  76 ........................................................ 3540
18	-22493697	-43831733  ......................................   130 ........................................................ 3670
19	-22494455	-43831003  ......................................   116 ........................................................ 3786
20	-22495529	-43828993  ......................................   240 ........................................................ 4026
21	-22495882	-43827119  ......................................   211 ........................................................ 4237
