1	-22470915	-43825353 .......................................... 0	0
2	-22471861	-43826728   ......................................   357 .......................................................... 357
3	-22474791	-43828212   ......................................   378 .......................................................... 735
4	-22475619	-43829031   ......................................   124 .......................................................... 859
5	-22477202	-43830638  ......................................   239 ........................................................ 1098
6	-22478371	-43831871  ......................................   178 ........................................................ 1276
7	-22478985	-43832565   ........................................  99 ........................................................ 1375
8	-22479734	-43833493  ......................................   125 ........................................................ 1500
9	-22480253	-43834209  ......................................   112 ........................................................ 1612
10	-22481080	-43835518  ......................................   144 ........................................................ 1756
11	-22482740	-43837751  ......................................   338 ........................................................ 2094
12	-22483898	-43840374  ......................................   299 ........................................................ 2393
13	-22485926	-43842766  ......................................   349 ........................................................ 2742
14	-22486154	-43843583   ........................................  91 ........................................................ 2833
15	-22488538	-43844670  ......................................   283 ........................................................ 3116
16	-22487718	-43845284  ......................................   123 ........................................................ 3239
17	-22487131	-43846016   ........................................  90 ........................................................ 3329
18	-22486445	-43846537  ......................................   114 ........................................................ 3443
19	-22485562	-43847111   ........................................  96 ........................................................ 3539
20	-22484889	-43847599   ........................................  87 ........................................................ 3626
21	-22484002	-43847034  ......................................   106 ........................................................ 3732
22	-22483416	-43847055   ........................................  95 ........................................................ 3827
23	-22482939	-43847532   ........................................  75 ........................................................ 3902
24	-22482566	-43847896   ........................................  50 ........................................................ 3952
25	-22481833	-43848612  ......................................   112 ........................................................ 4064
26	-22481450	-43848929   ........................................  54 ........................................................ 4118
