1	-22469850	-43823818 .......................................... 0	0
2	-22471265	-43824071   ......................................   199 .......................................................... 199
3	-22472269	-43822924   ......................................   168 .......................................................... 367
4	-22472779	-43821465   ......................................   170 .......................................................... 537
5	-22473994	-43819239   ......................................   295 .......................................................... 832
6	-22473345	-43818622   ......................................   160 .......................................................... 992
7	-22472108	-43819113  ......................................   145 ........................................................ 1137
8	-22471543	-43818303  ......................................   130 ........................................................ 1267
9	-22471604	-43817658   ........................................  59 ........................................................ 1326
10	-22471737	-43817398   ........................................  28 ........................................................ 1354
11	-22471507	-43815968  ......................................   204 ........................................................ 1558
12	-22471808	-43817375  ......................................   168 ........................................................ 1726
13	-22471580	-43818565  ......................................   134 ........................................................ 1860
14	-22471179	-43818612   ........................................  53 ........................................................ 1913
15	-22470753	-43818145  ......................................   137 ........................................................ 2050
16	-22470746	-43817675   ........................................  78 ........................................................ 2128
17	-22470308	-43817065   ........................................  85 ........................................................ 2213
18	-22469982	-43816040  ......................................   113 ........................................................ 2326
19	-22469603	-43815066  ......................................   111 ........................................................ 2437
20	-22469208	-43814705   ........................................  56 ........................................................ 2493
