1	-22470915	-43825353  ..........................................  0 ..............................................................0
2	-22472032	-43824922   ......................................   447 .......................................................... 447
3	-22474647	-43821753   ......................................   470 .......................................................... 917
4	-22475761	-43820433  ......................................   195 ........................................................ 1112
5	-22477224	-43820768  ......................................   168 ........................................................ 1280
6	-22478083	-43821183  ......................................   104 ........................................................ 1384
7	-22478832	-43821243   ........................................  87 ........................................................ 1471
8	-22480270	-43820632  ......................................   174 ........................................................ 1645
9	-22480932	-43820227   ........................................  84 ........................................................ 1729
10	-22482620	-43819795  ......................................   195 ........................................................ 1924
11	-22484873	-43819941  ......................................   252 ........................................................ 2176
12	-22486553	-43819552  ......................................   192 ........................................................ 2368
13	-22488245	-43818438  ......................................   223 ........................................................ 2591
14	-22489187	-43817619  ......................................   133 ........................................................ 2724
