1	-22470289	-43825771 .......................................... 0	0
2	-22468917	-43830311   ......................................   614 .......................................................... 614
3	-22471057	-43831363   ......................................   265 .......................................................... 879
4	-22473595	-43832217  ......................................   297 ........................................................ 1176
5	-22474437	-43832306  ......................................   111 ........................................................ 1287
6	-22475119	-43832473   ........................................  64 ........................................................ 1351
7	-22475875	-43833264   ........................................  87 ........................................................ 1438
8	-22477029	-43834818  ......................................   224 ........................................................ 1662
9	-22477321	-43835882  ......................................   184 ........................................................ 1846
10	-22475538	-43836824  ......................................   301 ........................................................ 2147
11	-22475946	-43837967  ......................................   125 ........................................................ 2272
12	-22476463	-43838648   ........................................  90 ........................................................ 2362
13	-22476738	-43839340   ........................................  78 ........................................................ 2440
14	-22477822	-43839623  ......................................   144 ........................................................ 2584
15	-22478274	-43838697  ......................................   111 ........................................................ 2695
16	-22478309	-43837901   ........................................  85 ........................................................ 2780
17	-22479510	-43838360  ......................................   156 ........................................................ 2936
