1	-22469850	-43823818 .......................................... 0	0
2	-22471265	-43824071   ......................................   241 .......................................................... 241
3	-22472269	-43822924   ......................................   173 .......................................................... 414
4	-22472779	-43821465   ......................................   165 .......................................................... 579
5	-22478099	-43819695  ......................................   703 ........................................................ 1282
6	-22480734	-43817872  ......................................   427 ........................................................ 1709
7	-22483007	-43818223  ......................................   207 ........................................................ 1916
8	-22484056	-43818746  ......................................   136 ........................................................ 2052
9	-22486173	-43818112  ......................................   274 ........................................................ 2326
10	-22487777	-43817140  ......................................   203 ........................................................ 2529
11	-22489669	-43815880  ......................................   266 ........................................................ 2795
12	-22492283	-43813684  ......................................   380 ........................................................ 3175
13	-22495236	-43813341  ......................................   350 ........................................................ 3525
14	-22496104	-43812757   ........................................  96 ........................................................ 3621
15	-22497070	-43812444  ......................................   101 ........................................................ 3722
16	-22498423	-43811520  ......................................   211 ........................................................ 3933
17	-22502204	-43812447  ......................................   498 ........................................................ 4431
18	-22502419	-43814405  ......................................   209 ........................................................ 4640
19	-22505523	-43818052  ......................................   550 ........................................................ 5190
20	-22504355	-43817185  ......................................   225 ........................................................ 5415
21	-22503636	-43816467  ......................................   110 ........................................................ 5525
22	-22502050	-43815688  ......................................   190 ........................................................ 5715
23	-22501572	-43815514   ........................................  55 ........................................................ 5770
24	-22500449	-43814719  ......................................   182 ........................................................ 5952
25	-22500133	-43813604  ......................................   172 ........................................................ 6124
26	-22499289	-43814240  ......................................   228 ........................................................ 6352
27	-22498048	-43814510  ......................................   377 ........................................................ 6729
28	-22497278	-43814766   ........................................  89 ........................................................ 6818
29	-22499274	-43817732  ......................................   437 ........................................................ 7255
30	-22500441	-43817531  ......................................   133 ........................................................ 7388
31	-22501515	-43817459  ......................................   126 ........................................................ 7514
32	-22501952	-43817070   ........................................  65 ........................................................ 7579
33	-22501920	-43815870  ......................................   142 ........................................................ 7721
34	-22503562	-43816386  ......................................   200 ........................................................ 7921
35	-22504071	-43816904   ........................................  76 ........................................................ 7997
