1	-22470289	-43825771 .......................................... 0	0
2	-22466953	-43829373   ......................................   783 .......................................................... 783
3	-22465928	-43828899   ......................................   116 .......................................................... 899
4	-22464237	-43827319  ......................................   258 ........................................................ 1157
5	-22462190	-43825182  ......................................   309 ........................................................ 1466
6	-22461968	-43824612   ........................................  60 ........................................................ 1526
7	-22460693	-43822395  ......................................   282 ........................................................ 1808
8	-22459111	-43821005  ......................................   226 ........................................................ 2034
9	-22458520	-43820222  ......................................   110 ........................................................ 2144
10	-22457605	-43818900  ......................................   164 ........................................................ 2308
11	-22457228	-43817437  ......................................   155 ........................................................ 2463
12	-22457091	-43816186  ......................................   138 ........................................................ 2601
13	-22456388	-43814022  ......................................   265 ........................................................ 2866
14	-22455071	-43814929  ......................................   174 ........................................................ 3040
15	-22453614	-43817200  ......................................   287 ........................................................ 3327
16	-22453330	-43817955   ........................................  82 ........................................................ 3409
17	-22453695	-43820493  ......................................   340 ........................................................ 3749
18	-22452440	-43821567  ......................................   184 ........................................................ 3933
19	-22452587	-43822628  ......................................   114 ........................................................ 4047
