1	-22470289	-43825771 .......................................... 0	0
2	-22466953	-43829373   ......................................   761 .......................................................... 761
3	-22465928	-43828899   ......................................   123 .......................................................... 884
4	-22464237	-43827319  ......................................   254 ........................................................ 1138
5	-22462190	-43825182  ......................................   313 ........................................................ 1451
6	-22461968	-43824612   ........................................  66 ........................................................ 1517
7	-22461169	-43822852  ......................................   208 ........................................................ 1725
8	-22459111	-43821005  ......................................   298 ........................................................ 2023
9	-22458520	-43820222  ......................................   102 ........................................................ 2125
10	-22457605	-43818900  ......................................   171 ........................................................ 2296
11	-22457228	-43817437  ......................................   155 ........................................................ 2451
12	-22457091	-43816186  ......................................   132 ........................................................ 2583
13	-22456638	-43813932  ......................................   237 ........................................................ 2820
14	-22456112	-43812800  ......................................   130 ........................................................ 2950
15	-22454804	-43812165  ......................................   164 ........................................................ 3114
16	-22452347	-43802927   .....................................1023  ........................................................ 4137
17	-22450975	-43800771  ......................................   298 ........................................................ 4435
18	-22450520	-43801419   ........................................  82 ........................................................ 4517
19	-22449526	-43802023  ......................................   192 ........................................................ 4709
20	-22448599	-43801923   ........................................  98 ........................................................ 4807
21	-22448514	-43800779  ......................................   134 ........................................................ 4941
22	-22448250	-43799733  ......................................   112 ........................................................ 5053
23	-22447365	-43799776  ......................................   101 ........................................................ 5154
24	-22446323	-43799095  ......................................   163 ........................................................ 5317
25	-22446317	-43798261   ........................................  88 ........................................................ 5405
26	-22445403	-43797537  ......................................   117 ........................................................ 5522
27	-22446155	-43796317  ......................................   199 ........................................................ 5721
28	-22444657	-43797345  ......................................   282 ........................................................ 6003
29	-22444181	-43798769  ......................................   158 ........................................................ 6161
30	-22444286	-43799948  ......................................   131 ........................................................ 6292
31	-22443462	-43800507  ......................................   117 ........................................................ 6409
32	-22439372	-43801955  ......................................   507 ........................................................ 6916
33	-22439116	-43803018  ......................................   124 ........................................................ 7040
34	-22439790	-43804849  ......................................   232 ........................................................ 7272
