1	-22468546	-43824800 .......................................... 0	0
2	-22465162	-43828403   ......................................   949 .......................................................... 949
3	-22465362	-43831037  ......................................   364 ........................................................ 1313
4	-22462650	-43835763  ......................................   574 ........................................................ 1887
5	-22459635	-43839407  ......................................   595 ........................................................ 2482
6	-22457351	-43839505  ......................................   312 ........................................................ 2794
7	-22457529	-43843065  ......................................   576 ........................................................ 3370
8	-22466781	-43860107   .....................................2073  ........................................................ 5443
9	-22468283	-43864003  ......................................   452 ........................................................ 5895
10	-22470887	-43870048  ......................................   705 ........................................................ 6600
11	-22472333	-43873684  ......................................   408 ........................................................ 7008
12	-22472991	-43875296  ......................................   183 ........................................................ 7191
13	-22477328	-43885247   .....................................1143  ........................................................ 8334
14	-22478330	-43887242  ......................................   205 ........................................................ 8539
15	-22487946	-43904407   .....................................2175  ...................................................... 10714
16	-22476532	-43943780   .....................................4807  ...................................................... 15521
17	-22474890	-43944098  ......................................   193 ...................................................... 15714
18	-22473358	-43943675  ......................................   185 ...................................................... 15899
19	-22472218	-43942442  ......................................   179 ...................................................... 16078
20	-22470896	-43941831  ......................................   159 ...................................................... 16237
21	-22468952	-43941479  ......................................   216 ...................................................... 16453
22	-22467931	-43940432  ......................................   202 ...................................................... 16655
23	-22466625	-43941089  ......................................   190 ...................................................... 16845
24	-22465369	-43942898  ......................................   236 ...................................................... 17081
25	-22463233	-43944209  ......................................   275 ...................................................... 17356
26	-22461128	-43945610  ......................................   281 ...................................................... 17637
27	-22454904	-43946845  ......................................   775 ...................................................... 18412
28	-22453317	-43947290  ......................................   205 ...................................................... 18617
29	-22452432	-43948159  ......................................   142 ...................................................... 18759
30	-22450413	-43950661  ......................................   351 ...................................................... 19110
31	-22440600	-43960866   .....................................1945  ...................................................... 21055
32	-22437169	-43965289  ......................................   628 ...................................................... 21683
33	-22430598	-43967317  ......................................   877 ...................................................... 22560
34	-22404408	-43994651   .....................................5462  ...................................................... 28022
35	-22396364	-43993809   .....................................1036  ...................................................... 29058
36	-22377141	-44016716   .....................................3969  ...................................................... 33027
37	-22370866	-44022723   .....................................1058  ...................................................... 34085
