1	-22468546	-43824800 .......................................... 0	0
2	-22465162	-43828403   ......................................   970 .......................................................... 970
3	-22465362	-43831037  ......................................   433 ........................................................ 1403
4	-22462650	-43835763  ......................................   582 ........................................................ 1985
5	-22459635	-43839407  ......................................   590 ........................................................ 2575
6	-22457351	-43839505  ......................................   319 ........................................................ 2894
7	-22455539	-43841470  ......................................   414 ........................................................ 3308
8	-22454043	-43842871  ......................................   224 ........................................................ 3532
9	-22452804	-43847995  ......................................   574 ........................................................ 4106
10	-22452198	-43849872  ......................................   187 ........................................................ 4293
11	-22447543	-43852339  ......................................   779 ........................................................ 5072
12	-22417834	-43866283   .....................................4595  ........................................................ 9667
13	-22407551	-43869712   .....................................1272  ...................................................... 10939
14	-22398705	-43871812   .....................................1157  ...................................................... 12096
15	-22395476	-43870940  ......................................   469 ...................................................... 12565
16	-22392371	-43869239  ......................................   429 ...................................................... 12994
17	-22385897	-43868523  ......................................   768 ...................................................... 13762
18	-22382538	-43868969  ......................................   378 ...................................................... 14140
19	-22378680	-43871031  ......................................   411 ...................................................... 14551
20	-22376549	-43871997  ......................................   272 ...................................................... 14823
21	-22374812	-43873027  ......................................   273 ...................................................... 15096
22	-22374376	-43874339  ......................................   251 ...................................................... 15347
23	-22375757	-43875484  ......................................   196 ...................................................... 15543
24	-22378248	-43877199  ......................................   330 ...................................................... 15873
25	-22378715	-43880873  ......................................   398 ...................................................... 16271
26	-22380161	-43882681  ......................................   308 ...................................................... 16579
27	-22382633	-43885357  ......................................   383 ...................................................... 16962
28	-22383316	-43886181  ......................................   120 ...................................................... 17082
29	-22385367	-43885189  ......................................   263 ...................................................... 17345
30	-22383344	-43886193  ......................................   276 ...................................................... 17621
31	-22382625	-43885345  ......................................   126 ...................................................... 17747
32	-22381161	-43883695  ......................................   232 ...................................................... 17979
33	-22379292	-43882522  ......................................   252 ...................................................... 18231
34	-22378696	-43881033  ......................................   191 ...................................................... 18422
35	-22378399	-43877345  ......................................   390 ...................................................... 18812
36	-22375905	-43875611  ......................................   329 ...................................................... 19141
37	-22374348	-43874316  ......................................   170 ...................................................... 19311
38	-22371949	-43871885  ......................................   427 ...................................................... 19738
39	-22370964	-43870843  ......................................   147 ...................................................... 19885
40	-22370105	-43869257  ......................................   174 ...................................................... 20059
41	-22369619	-43868251  ......................................   136 ...................................................... 20195
42	-22368995	-43867077  ......................................   135 ...................................................... 20330
43	-22366375	-43864700  ......................................   144 ...................................................... 20474
