1	-22470915	-43825353 .......................................... 0	0
2	-22472318	-43825983   ......................................   246 .......................................................... 246
3	-22473107	-43826682   ......................................   118 .......................................................... 364
4	-22474485	-43827153   ......................................   172 .......................................................... 536
5	-22475159	-43827423   ........................................   83 .......................................................... 619
6	-22475667	-43828105   ........................................   91 .......................................................... 710
7	-22476076	-43828681   ........................................   73 .......................................................... 783
8	-22476452	-43829536   ........................................   98 .......................................................... 881
9	-22476945	-43830000   ........................................   73 .......................................................... 954
10	-22477648	-43830387   ........................................  88 ........................................................ 1042
11	-22478072	-43830997   ........................................  79 ........................................................ 1121
12	-22478818	-43831838  ......................................   119 ........................................................ 1240
13	-22479266	-43832343   ........................................  71 ........................................................ 1311
14	-22479739	-43832880   ........................................  77 ........................................................ 1388
15	-22480180	-43833518   ........................................  81 ........................................................ 1469
16	-22480762	-43834505  ......................................   119 ........................................................ 1588
17	-22481316	-43835452  ......................................   117 ........................................................ 1705
18	-22483091	-43837295  ......................................   338 ........................................................ 2043
19	-22483150	-43834610  ......................................   345 ........................................................ 2388
20	-22483777	-43834097   ........................................  89 ........................................................ 2477
21	-22483574	-43833639   ........................................  60 ........................................................ 2537
22	-22483365	-43833154   ........................................  59 ........................................................ 2596
23	-22483033	-43832504   ........................................  74 ........................................................ 2670
24	-22483390	-43831911  ......................................   112 ........................................................ 2782
25	-22483799	-43831555   ........................................  58 ........................................................ 2840
26	-22484058	-43830906   ........................................  70 ........................................................ 2910
27	-22484430	-43830094   ........................................  97 ........................................................ 3007
28	-22484831	-43829461   ........................................  78 ........................................................ 3085
29	-22485626	-43828824  ......................................   112 ........................................................ 3197
30	-22486347	-43827889  ......................................   122 ........................................................ 3319
31	-22487044	-43827681   ........................................  74 ........................................................ 3393
