1	-22470610	-43826324 .......................................... 0	0
2	-22466953	-43829373   ......................................   829 .......................................................... 829
3	-22465362	-43831037  ......................................   301 ........................................................ 1130
4	-22465013	-43832570  ......................................   182 ........................................................ 1312
5	-22465150	-43833500   ........................................  95 ........................................................ 1407
6	-22465549	-43833981   ........................................  68 ........................................................ 1475
7	-22466137	-43834848  ......................................   113 ........................................................ 1588
8	-22466440	-43835856  ......................................   110 ........................................................ 1698
9	-22466757	-43836990  ......................................   122 ........................................................ 1820
10	-22467033	-43837866   ........................................  95 ........................................................ 1915
11	-22467511	-43838922  ......................................   120 ........................................................ 2035
12	-22468448	-43839795  ......................................   145 ........................................................ 2180
13	-22469810	-43841231  ......................................   232 ........................................................ 2412
14	-22473454	-43841331  ......................................   428 ........................................................ 2840
15	-22473402	-43842317  ......................................   141 ........................................................ 2981
