1	-22469850	-43823818  ..........................................  0 ..............................................................0
2	-22471265	-43824071   ......................................   207 .......................................................... 207
3	-22472269	-43822924   ......................................   167 .......................................................... 374
4	-22472779	-43821465   ......................................   166 .......................................................... 540
5	-22476233	-43819072  ......................................   478 ........................................................ 1018
6	-22478099	-43819695  ......................................   221 ........................................................ 1239
7	-22479975	-43817988  ......................................   321 ........................................................ 1560
8	-22478993	-43817553  ......................................   117 ........................................................ 1677
9	-22478516	-43817200   ........................................  77 ........................................................ 1754
10	-22478333	-43816427   ........................................  81 ........................................................ 1835
11	-22479164	-43815104  ......................................   178 ........................................................ 2013
12	-22479249	-43814342   ........................................  72 ........................................................ 2085
13	-22479024	-43814100   ........................................  34 ........................................................ 2119
14	-22478286	-43813322  ......................................   123 ........................................................ 2242
15	-22478044	-43812069  ......................................   134 ........................................................ 2376
16	-22478187	-43811283   ........................................  65 ........................................................ 2441
