1	-22470289	-43825771 .......................................... 0	0
2	-22468917	-43830311   ......................................   618 .......................................................... 618
3	-22471057	-43831363   ......................................   245 .......................................................... 863
4	-22473595	-43832217  ......................................   310 ........................................................ 1173
5	-22474437	-43832306   ........................................  95 ........................................................ 1268
6	-22475119	-43832473   ........................................  79 ........................................................ 1347
7	-22475875	-43833264   ........................................  97 ........................................................ 1444
8	-22477029	-43834818  ......................................   217 ........................................................ 1661
9	-22479233	-43836937  ......................................   339 ........................................................ 2000
10	-22479510	-43838360  ......................................   158 ........................................................ 2158
11	-22479863	-43839900  ......................................   134 ........................................................ 2292
12	-22480152	-43841076  ......................................   154 ........................................................ 2446
13	-22480382	-43842086  ......................................   111 ........................................................ 2557
14	-22480019	-43844609  ......................................   281 ........................................................ 2838
15	-22479010	-43845760  ......................................   159 ........................................................ 2997
16	-22478376	-43847404  ......................................   185 ........................................................ 3182
17	-22477323	-43850852  ......................................   374 ........................................................ 3556
18	-22477366	-43852296  ......................................   150 ........................................................ 3706
19	-22472377	-43862044   .....................................1337  ........................................................ 5043
20	-22468613	-43863568  ......................................   520 ........................................................ 5563
21	-22467859	-43863245  ......................................   119 ........................................................ 5682
22	-22467072	-43860553  ......................................   289 ........................................................ 5971
23	-22467516	-43859494  ......................................   168 ........................................................ 6139
24	-22467470	-43858757   ........................................  87 ........................................................ 6226
25	-22468115	-43858313   ........................................  85 ........................................................ 6311
